45.75,0.00,-73.50
50.25,0.00,-73.50
54.75,0.00,-73.50
59.25,0.00,-73.50
63.75,0.00,-73.50
68.25,0.00,-73.50
79.75,0.00,-73.50
84.25,0.00,-73.50
88.75,0.00,-73.50
93.25,0.00,-73.50
97.75,0.00,-73.50
102.25,0.00,-73.50
113.75,0.00,-73.50
118.25,0.00,-73.50
122.75,0.00,-73.50
127.25,0.00,-73.50
131.75,0.00,-73.50
136.25,0.00,-73.50
147.75,0.00,-73.50
152.25,0.00,-73.50
156.75,0.00,-73.50
161.25,0.00,-73.50
165.75,0.00,-73.50
170.25,0.00,-73.50
181.75,0.00,-73.50
186.25,0.00,-73.50
190.75,0.00,-73.50
195.25,0.00,-73.50
199.75,0.00,-73.50
204.25,0.00,-73.50
215.75,0.00,-73.50
220.25,0.00,-73.50
224.75,0.00,-73.50
229.25,0.00,-73.50
233.75,0.00,-73.50
238.25,0.00,-73.50
249.75,0.00,-73.50
254.25,0.00,-73.50
258.75,0.00,-73.50
263.25,0.00,-73.50
267.75,0.00,-73.50
272.25,0.00,-73.50
283.75,0.00,-73.50
288.25,0.00,-73.50
292.75,0.00,-73.50
297.25,0.00,-73.50
301.75,0.00,-73.50
306.25,0.00,-73.50
317.75,0.00,-73.50
322.25,0.00,-73.50
326.75,0.00,-73.50
331.25,0.00,-73.50
335.75,0.00,-73.50
340.25,0.00,-73.50
351.75,0.00,-73.50
356.25,0.00,-73.50
360.75,0.00,-73.50
365.25,0.00,-73.50
369.75,0.00,-73.50
374.25,0.00,-73.50
385.75,0.00,-73.50
390.25,0.00,-73.50
394.75,0.00,-73.50
399.25,0.00,-73.50
403.75,0.00,-73.50
408.25,0.00,-73.50
419.75,0.00,-73.50
424.25,0.00,-73.50
428.75,0.00,-73.50
433.25,0.00,-73.50
437.75,0.00,-73.50
442.25,0.00,-73.50
453.75,0.00,-73.50
458.25,0.00,-73.50
462.75,0.00,-73.50
467.25,0.00,-73.50
471.75,0.00,-73.50
476.25,0.00,-73.50
487.75,0.00,-73.50
492.25,0.00,-73.50
496.75,0.00,-73.50
501.25,0.00,-73.50
505.75,0.00,-73.50
510.25,0.00,-73.50
521.75,0.00,-73.50
526.25,0.00,-73.50
530.75,0.00,-73.50
535.25,0.00,-73.50
539.75,0.00,-73.50
544.25,0.00,-73.50
555.75,0.00,-73.50
560.25,0.00,-73.50
564.75,0.00,-73.50
569.25,0.00,-73.50
573.75,0.00,-73.50
578.25,0.00,-73.50
589.75,0.00,-73.50
594.25,0.00,-73.50
598.75,0.00,-73.50
603.25,0.00,-73.50
607.75,0.00,-73.50
612.25,0.00,-73.50
623.75,0.00,-73.50
628.25,0.00,-73.50
632.75,0.00,-73.50
637.25,0.00,-73.50
641.75,0.00,-73.50
646.25,0.00,-73.50
657.75,0.00,-73.50
662.25,0.00,-73.50
666.75,0.00,-73.50
671.25,0.00,-73.50
675.75,0.00,-73.50
680.25,0.00,-73.50
691.75,0.00,-73.50
696.25,0.00,-73.50
700.75,0.00,-73.50
705.25,0.00,-73.50
709.75,0.00,-73.50
714.25,0.00,-73.50
725.75,0.00,-73.50
730.25,0.00,-73.50
734.75,0.00,-73.50
739.25,0.00,-73.50
743.75,0.00,-73.50
748.25,0.00,-73.50
759.75,0.00,-73.50
764.25,0.00,-73.50
768.75,0.00,-73.50
773.25,0.00,-73.50
777.75,0.00,-73.50
782.25,0.00,-73.50
793.75,0.00,-73.50
798.25,0.00,-73.50
802.75,0.00,-73.50
807.25,0.00,-73.50
811.75,0.00,-73.50
816.25,0.00,-73.50
827.75,0.00,-73.50
832.25,0.00,-73.50
836.75,0.00,-73.50
841.25,0.00,-73.50
845.75,0.00,-73.50
850.25,0.00,-73.50
861.75,0.00,-73.50
866.25,0.00,-73.50
870.75,0.00,-73.50
875.25,0.00,-73.50
879.75,0.00,-73.50
884.25,0.00,-73.50
895.75,0.00,-73.50
900.25,0.00,-73.50
904.75,0.00,-73.50
909.25,0.00,-73.50
913.75,0.00,-73.50
918.25,0.00,-73.50
929.75,0.00,-73.50
934.25,0.00,-73.50
938.75,0.00,-73.50
943.25,0.00,-73.50
947.75,0.00,-73.50
952.25,0.00,-73.50
963.75,0.00,-73.50
968.25,0.00,-73.50
972.75,0.00,-73.50
977.25,0.00,-73.50
981.75,0.00,-73.50
986.25,0.00,-73.50
997.75,0.00,-73.50
1002.25,0.00,-73.50
1006.75,0.00,-73.50
1011.25,0.00,-73.50
1015.75,0.00,-73.50
1020.25,0.00,-73.50
1031.75,0.00,-73.50
1036.25,0.00,-73.50
1040.75,0.00,-73.50
